income,rent,loan_repayment,insurance,groceries,transport,eating_out,entertainment,utilities,healthcare,savings
44637.2496356859,13391.1748907058,0.0,2206.49012925819,6658.76834057207,2636.97069620443,1651.80172621629,1536.18425549842,2911.79223088192,831.525120189356,831.525120189356,831.525120189356,6200.53719244216
26858.5965917295,5371.71931834591,0.0,869.522616973343,2818.44446020831,1543.01877775724,649.378102691658,1050.24173752657,1626.14334623484,1137.35132509351,1551.72316707334,564.23500714037,1923.17643390454
50367.6050835768,7555.14076253652,4612.10338649408,2201.80004994864,6313.22208093013,3221.39640344703,1513.81437575402,1723.3069258963,3368.45710763064,2178.5158473219,3160.02629937038,628.371219956812,7050.36042168763
101455.600246991,15218.3400370487,6809.44142674792,4889.41808707234,14690.1493628775,7106.13000500776,5040.2491578424,2858.19424026242,6128.55038663166,4571.11821651344,0.0,2526.05571232606,16694.9651364058
24875.283547732,4975.05670954639,3112.6093984226,635.90717006727,3034.32966454481,1276.15516273169,692.827225015335,660.186851543746,1092.68902397348,1169.09581597217,1445.21569355203,515.510300259343,1874.09943383445
24875.6102673074,4975.12205346149,0.0,1038.23099625008,3250.06775606484,1760.16481158343,1049.06745328074,751.016814647177,1024.30976490899,1022.29543894059,2003.85203513317,402.217843386734,1478.66635908606
106119.692761665,21223.938552333,0.0,4360.20271016577,12790.3906931343,6345.73803573193,4390.90510431672,2626.77162918121,6202.54993828307,3807.09856194635,0.0,2776.77181367545,18399.5645915501
55431.3415083033,11086.2683016607,8307.70222040851,1755.4398204386,8194.48240980494,3353.0018880049,1741.91358174619,1219.68425204656,2361.97589274587,2574.44998070013,5520.43685160314,850.041712051469,6636.41389270305
20606.7331207667,6182.01993623001,3562.48882615837,1018.5899396507,3066.86721990922,1170.79066572135,688.059837660429,418.233815655596,921.232717093712,830.23705480887,1939.22654708147,446.068688368595,362.917872428363
46304.7902345973,9260.95804691945,0.0,2130.2548254923,5065.62703154112,2500.05484710926,2040.31066578363,1016.61316359983,2945.43356099189,1649.75751403413,3085.99114687347,919.533156236054,5615.10474495059
